uid,question,question_type,answer,object_ids,ambiguous,slot_values
f897874e-87f9-4284-84a2-8b4debeca530,Is there a white dishwasher and a white food processor in the house?,conjunction_colour,no,"[[], []]",False,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'dishwasher', 'entity2': 'food_processor', 'location': 'house'}"
2c36113e-a7d8-4416-82bd-d2ba2ef4d898,Is there an orange desk and an orange lamp in the house?,conjunction_colour,no,"[[], []]",False,"{'colour1': 'an orange ', 'colour2': 'a purple ', 'entity1': 'desk', 'entity2': 'lamp', 'location': 'house'}"
cbf1bc0a-4ffc-4df3-b049-5756cfb827ec,Is there a black dresser and a black rug in the house?,conjunction_colour,no,"[[], []]",False,"{'colour1': 'a black ', 'colour2': 'a wooden ', 'entity1': 'dresser', 'entity2': 'rug', 'location': 'house'}"
1b83691f-9da6-45bd-aacb-57675a8c529e,Is there a brown bag and a brown wine glass in the house?,conjunction_colour,no,"[[5], []]",False,"{'colour1': 'a brown ', 'colour2': 'a pink ', 'entity1': 'bag', 'entity2': 'wine_glass', 'location': 'house'}"
16c15e42-7ef1-4ec9-9276-c3af9bb18456,Is there a silver computer or a silver robot in the house?,disjunction_colour,yes,"[[], [58, 57]]",False,"{'colour1': 'a green ', 'colour2': 'a silver ', 'entity1': 'computer', 'entity2': 'robot', 'location': 'house'}"
b18709eb-dc99-4e61-a5a4-b388b1119e2b,Is there a transparent chair or a transparent dressing table in the house?,disjunction_colour,yes,"[[16], []]",False,"{'colour1': 'a black ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'dressing_table', 'location': 'house'}"
c75e6843-90fb-44f6-8d97-76d0c0194c24,Is there a white chair or a white lamp in the house?,disjunction_colour,yes,"[[16], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",False,"{'colour1': 'a black ', 'colour2': 'a white ', 'entity1': 'chair', 'entity2': 'lamp', 'location': 'house'}"
3e3a81f0-e710-4140-b79e-0fef4c06c296,Is there a transparent bag or a transparent wine glass in the house?,disjunction_colour,yes,"[[], [89]]",False,"{'colour1': 'a beige ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'wine_glass', 'location': 'house'}"
c955e3f1-8f3d-4da9-80fe-7c5a24437bd0,Is there a transparent chair or a transparent wardrobe cabinet in the house?,disjunction_colour,yes,"[[12], []]",False,"{'colour1': 'a gray ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
57f0e109-da91-4264-9417-e9a0eeef22cf,Is there a transparent teapot or a transparent vase in the house?,disjunction_colour,yes,"[[], [80, 79]]",False,"{'colour1': 'a green ', 'colour2': 'a transparent ', 'entity1': 'teapot', 'entity2': 'vase', 'location': 'house'}"
7eaed28f-4e3a-4663-a102-f04c03b009e3,Is there a transparent bag or a transparent heater in the house?,disjunction_colour,yes,"[[6], []]",False,"{'colour1': 'a gray ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
fc1d545d-71b2-4170-addb-bb0b78e7e929,Is there a white pan or a white teapot in the house?,disjunction_colour,yes,"[[], [75]]",False,"{'colour1': 'a red ', 'colour2': 'a white ', 'entity1': 'pan', 'entity2': 'teapot', 'location': 'house'}"
ee03291c-c0fa-400f-b5d1-a527e971684d,Is there a wooden bed or a wooden desk in the house?,disjunction_colour,yes,"[[], [21, 22]]",False,"{'colour1': 'a gold ', 'colour2': 'a wooden ', 'entity1': 'bed', 'entity2': 'desk', 'location': 'house'}"
65b02194-1223-4d01-8986-4e6a31704a3a,Is there a transparent fruit bowl or a transparent vase in the house?,disjunction_colour,yes,"[[], [80, 79]]",False,"{'colour1': 'a green ', 'colour2': 'a transparent ', 'entity1': 'fruit_bowl', 'entity2': 'vase', 'location': 'house'}"
ef92faf5-b42e-481f-a02e-8728d52030b9,Is there a transparent bag or a transparent bathtub in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'bathtub', 'location': 'house'}"
0f13429e-eed2-4ba3-a58e-8d7609fcfe47,Is there a white box or a white cup in the house?,disjunction_colour,yes,"[[], [20, 19]]",False,"{'colour1': 'a green ', 'colour2': 'a white ', 'entity1': 'box', 'entity2': 'cup', 'location': 'house'}"
f7915354-24d0-4de4-b8cc-aa61083f68cb,Is there a white bag or a white cup in the house?,disjunction_colour,yes,"[[3], [20, 19]]",False,"{'colour1': 'a black ', 'colour2': 'a white ', 'entity1': 'bag', 'entity2': 'cup', 'location': 'house'}"
ce56b2da-dc11-4d0d-888f-0eadd7021958,Is there a gray chair or a gray table in the house?,disjunction_colour,yes,"[[16], []]",False,"{'colour1': 'a black ', 'colour2': 'a gray ', 'entity1': 'chair', 'entity2': 'table', 'location': 'house'}"
0b82942d-64ea-4f0d-8a17-132212357898,Is there a white bag or a white water dispenser in the house?,disjunction_colour,yes,"[[5], []]",False,"{'colour1': 'a brown ', 'colour2': 'a white ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
651949c1-b149-40e5-8c5d-ecb60cd1cf72,Is there a wooden box or a wooden heater in the house?,disjunction_colour,yes,"[[11], []]",False,"{'colour1': 'a brown ', 'colour2': 'a wooden ', 'entity1': 'box', 'entity2': 'heater', 'location': 'house'}"
5ddda618-caaa-46a1-bb20-85cd7e8327eb,Is there a silver box or a silver water dispenser in the house?,disjunction_colour,yes,"[[11], []]",False,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'box', 'entity2': 'water_dispenser', 'location': 'house'}"
cdae171b-27b4-4ebb-b48d-d9c7dcee4e56,Is there a white chair or a white lamp in the house?,disjunction_colour,yes,"[[12], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",False,"{'colour1': 'a gray ', 'colour2': 'a white ', 'entity1': 'chair', 'entity2': 'lamp', 'location': 'house'}"
38385010-219e-4b24-849e-039af0df3fe3,Is there a transparent bag or a transparent heater in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
a7834380-a7ed-49f6-b2c8-4d29c32a6f8f,Is there a transparent cup or a transparent wine glass in the house?,disjunction_colour,yes,"[[], [89]]",False,"{'colour1': 'a red ', 'colour2': 'a transparent ', 'entity1': 'cup', 'entity2': 'wine_glass', 'location': 'house'}"
2e27ea89-c104-4b99-98ed-b5c54eef9c86,Is there a white pan or a white teapot in the house?,disjunction_colour,yes,"[[], [75]]",False,"{'colour1': 'a pink ', 'colour2': 'a white ', 'entity1': 'pan', 'entity2': 'teapot', 'location': 'house'}"
9c541056-ef1e-4af4-946b-21398077e562,Is there a white bed or a white lamp in the house?,disjunction_colour,yes,"[[], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",False,"{'colour1': 'a green ', 'colour2': 'a white ', 'entity1': 'bed', 'entity2': 'lamp', 'location': 'house'}"
0857276f-968c-4ec5-a681-0b7509e58517,Is there a white rug or a white table in the house?,disjunction_colour,yes,"[[], [74]]",False,"{'colour1': 'a gold ', 'colour2': 'a white ', 'entity1': 'rug', 'entity2': 'table', 'location': 'house'}"
7adbd8df-5eaf-4d61-bf00-e69f5fe27d5d,Is there a green chair or a green table in the house?,disjunction_colour,yes,"[[12], []]",False,"{'colour1': 'a gray ', 'colour2': 'a green ', 'entity1': 'chair', 'entity2': 'table', 'location': 'house'}"
7a081c62-277e-4f6c-9d5d-634f47d8f12d,Is there a white bathtub or a white cup in the house?,disjunction_colour,yes,"[[], [20, 19]]",False,"{'colour1': 'a beige ', 'colour2': 'a white ', 'entity1': 'bathtub', 'entity2': 'cup', 'location': 'house'}"
4117a83a-8df7-4867-bf22-293ed6147acb,Is there a silver bag or a silver fruit bowl in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a silver ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'house'}"
0cd249fe-d338-4e96-90ff-8458485221bf,Is there a yellow bag or a yellow box in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a yellow ', 'entity1': 'bag', 'entity2': 'box', 'location': 'house'}"
6d916683-e5b5-408a-9628-74be162a3673,Is there a blue bag or a blue water dispenser in the house?,disjunction_colour,yes,"[[3], []]",False,"{'colour1': 'a black ', 'colour2': 'a blue ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
0c16ca0d-a6a5-4fe7-bfd3-539f6831185b,Is there a silver chair or a silver wardrobe cabinet in the house?,disjunction_colour,yes,"[[16], []]",False,"{'colour1': 'a black ', 'colour2': 'a silver ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
a5495e08-f114-4c12-ab05-dafbc64a0a3d,Is there a transparent bag or a transparent water dispenser in the house?,disjunction_colour,yes,"[[5], []]",False,"{'colour1': 'a brown ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
9b1cf2a2-e450-4777-b611-283bc8ed46ff,Is there a transparent fish tank or a transparent vase in the house?,disjunction_colour,yes,"[[], [80, 79]]",False,"{'colour1': 'a pink ', 'colour2': 'a transparent ', 'entity1': 'fish_tank', 'entity2': 'vase', 'location': 'house'}"
77abb29a-c9e1-462d-8271-b4889c2c9fd0,Is there a yellow painting or a yellow rubiks cube in the house?,disjunction_colour,yes,"[[], [61, 59, 62, 60]]",False,"{'colour1': 'a pink ', 'colour2': 'a yellow ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
73150b10-c58d-4e5d-8a8a-3ca299f86635,Is there a red painting or a red rubiks cube in the house?,disjunction_colour,yes,"[[], [61, 59, 62, 60]]",False,"{'colour1': 'a gold ', 'colour2': 'a red ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
baf3e7d2-d0f0-40d9-90e9-2ecbf67a42c5,Is there a wooden bag or a wooden heater in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
6ddba7eb-978d-408e-a2e6-480c91975c4d,Is there a pink bag or a pink rug in the house?,disjunction_colour,yes,"[[3], []]",False,"{'colour1': 'a black ', 'colour2': 'a pink ', 'entity1': 'bag', 'entity2': 'rug', 'location': 'house'}"
6351562b-9bd1-4cbe-ad35-e27596870e60,Is there an orange box or an orange wine glass in the house?,disjunction_colour,yes,"[[11], []]",False,"{'colour1': 'a brown ', 'colour2': 'an orange ', 'entity1': 'box', 'entity2': 'wine_glass', 'location': 'house'}"
f772235c-5728-41c5-b47e-0c8c32ec0459,Is there an orange chair or an orange wardrobe cabinet in the house?,disjunction_colour,yes,"[[16], []]",False,"{'colour1': 'a black ', 'colour2': 'an orange ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
ce9c4270-c5bb-419b-a5c7-84ed197102dd,Is there a brown kettle or a brown wine bottle in the house?,disjunction_colour,yes,"[[], [86]]",False,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'kettle', 'entity2': 'wine_bottle', 'location': 'house'}"
cd27e0f0-2418-4923-9ef5-d74a0241d42a,Is there a red box or a red water dispenser in the house?,disjunction_colour,yes,"[[11], []]",False,"{'colour1': 'a brown ', 'colour2': 'a red ', 'entity1': 'box', 'entity2': 'water_dispenser', 'location': 'house'}"
424b7447-d831-4c69-9fec-1ea60e5134a0,Is there a green painting or a green rubiks cube in the house?,disjunction_colour,yes,"[[], [61, 59, 62, 60]]",False,"{'colour1': 'a gold ', 'colour2': 'a green ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
292dd9cd-c95b-4ab7-b18b-6cb49b8d3c62,Is there a transparent chair or a transparent dresser in the house?,disjunction_colour,yes,"[[16], []]",False,"{'colour1': 'a black ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'dresser', 'location': 'house'}"
e8c81c1f-7acb-4455-84b7-d18426880107,Is there an orange bag or an orange box in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'an orange ', 'entity1': 'bag', 'entity2': 'box', 'location': 'house'}"
347fb708-6eba-4057-8bfb-1ba412e8938f,Is there a wooden bag or a wooden fruit bowl in the house?,disjunction_colour,yes,"[[2], []]",False,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'house'}"
b5a1ba08-f73e-4bba-aad1-14171ba41a24,Is there a transparent box or a transparent fruit bowl in the house?,disjunction_colour,yes,"[[11], []]",False,"{'colour1': 'a brown ', 'colour2': 'a transparent ', 'entity1': 'box', 'entity2': 'fruit_bowl', 'location': 'house'}"
e97a2c65-f354-4f73-8718-9f49b2fc0858,Is there a green table or a green tv stand in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a beige ', 'colour2': 'a green ', 'entity1': 'table', 'entity2': 'tv_stand', 'location': 'house'}"
1ff65ba3-8a65-48f8-94b3-485de2ee9d83,Is there a wooden shower or a wooden toilet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'a wooden ', 'entity1': 'shower', 'entity2': 'toilet', 'location': 'house'}"
7b293647-a574-48c5-8e96-7c38e2e14401,Is there a purple tv stand or a purple wardrobe cabinet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a pink ', 'colour2': 'a purple ', 'entity1': 'tv_stand', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
5667fa39-fb7d-4ece-ae95-6f46c9c15879,Is there a silver coffee machine or a silver refrigerator in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a pink ', 'colour2': 'a silver ', 'entity1': 'coffee_machine', 'entity2': 'refrigerator', 'location': 'house'}"
8258fe51-ba47-4012-98dc-16abbf382b25,Is there a green refrigerator or a green washer in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a green ', 'entity1': 'refrigerator', 'entity2': 'washer', 'location': 'house'}"
d885138f-1a67-4a87-94da-4a4a46e884ec,Is there a purple fruit bowl or a purple kettle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a purple ', 'entity1': 'fruit_bowl', 'entity2': 'kettle', 'location': 'house'}"
f6f313dd-3bdc-46e2-a78a-c0828c949e5c,Is there a pink heater or a pink robot in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gold ', 'colour2': 'a pink ', 'entity1': 'heater', 'entity2': 'robot', 'location': 'house'}"
8b37970f-da2d-41c5-aebc-2dba23ac303d,Is there a transparent fruit bowl or a transparent teapot in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a silver ', 'colour2': 'a transparent ', 'entity1': 'fruit_bowl', 'entity2': 'teapot', 'location': 'house'}"
4982cf75-4068-449f-add1-0d9c257ca0d6,Is there a purple water dispenser or a purple wine glass in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'water_dispenser', 'entity2': 'wine_glass', 'location': 'house'}"
f6535c21-a53d-4437-b871-28454659801e,Is there an orange coffee machine or an orange refrigerator in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'an orange ', 'entity1': 'coffee_machine', 'entity2': 'refrigerator', 'location': 'house'}"
71a24d84-3e69-48b5-8e1a-462ec84911b6,Is there a wooden bathtub or a wooden box in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'an orange ', 'colour2': 'a wooden ', 'entity1': 'bathtub', 'entity2': 'box', 'location': 'house'}"
c0d2201e-7c59-4290-89e1-fd0eaaf52217,Is there a yellow fireplace or a yellow fish tank in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a red ', 'colour2': 'a yellow ', 'entity1': 'fireplace', 'entity2': 'fish_tank', 'location': 'house'}"
b96d512c-003b-4f6c-ac5a-38bd18353a89,Is there a brown bathtub or a brown fruit bowl in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'bathtub', 'entity2': 'fruit_bowl', 'location': 'house'}"
40b9aa18-f566-441e-85c3-6a010cc82d83,Is there a silver fish tank or a silver fruit bowl in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'fish_tank', 'entity2': 'fruit_bowl', 'location': 'house'}"
c13fbd44-12fe-46ac-b1e8-3843b5def249,Is there a red vase or a red wine bottle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a black ', 'colour2': 'a red ', 'entity1': 'vase', 'entity2': 'wine_bottle', 'location': 'house'}"
d02ca1dc-9eb8-4a2e-89fe-c6ba0068cbb2,Is there a transparent coffee machine or a transparent dishwasher in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'coffee_machine', 'entity2': 'dishwasher', 'location': 'house'}"
7815e711-671f-48d5-8d97-875559cf778f,Is there a silver cup or a silver rug in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'cup', 'entity2': 'rug', 'location': 'house'}"
f5a4b231-0fd7-4e96-80e5-2bd0fd5bd3c9,Is there a red food processor or a red washer in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'a red ', 'entity1': 'food_processor', 'entity2': 'washer', 'location': 'house'}"
e5d62f97-7ba0-473f-be13-a24dd73432f6,Is there a red dresser or a red sofa in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a brown ', 'colour2': 'a red ', 'entity1': 'dresser', 'entity2': 'sofa', 'location': 'house'}"
db4a73e5-b7e8-4940-91b6-c97d148b6ba7,Is there a yellow fish tank or a yellow kettle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a transparent ', 'colour2': 'a yellow ', 'entity1': 'fish_tank', 'entity2': 'kettle', 'location': 'house'}"
8028bcf6-d6a4-4230-99e3-8322c866bf8c,Is there a wooden painting or a wooden teddy bear in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'a wooden ', 'entity1': 'painting', 'entity2': 'teddy_bear', 'location': 'house'}"
9424bf00-bb81-43ab-9fe2-7a3c5a238fc7,Is there a transparent dresser or a transparent wardrobe cabinet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a red ', 'colour2': 'a transparent ', 'entity1': 'dresser', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
83fd612c-c735-475a-a270-a186293eb64e,Is there an orange bathtub or an orange wine bottle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gray ', 'colour2': 'an orange ', 'entity1': 'bathtub', 'entity2': 'wine_bottle', 'location': 'house'}"
20089988-155a-42d8-a447-010e80af9365,Is there a purple dressing table or a purple wardrobe cabinet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'dressing_table', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
666ce166-e0d3-469e-acb9-5f02b03955f9,Is there a pink fish tank or a pink kettle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gold ', 'colour2': 'a pink ', 'entity1': 'fish_tank', 'entity2': 'kettle', 'location': 'house'}"
7413f9b0-3f7c-4564-ae73-31dd1aa20052,Is there a silver rug or a silver water dispenser in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a pink ', 'colour2': 'a silver ', 'entity1': 'rug', 'entity2': 'water_dispenser', 'location': 'house'}"
8fcd232a-c405-494c-8969-9fbf68d6335a,Is there an orange fish tank or an orange teapot in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'an orange ', 'entity1': 'fish_tank', 'entity2': 'teapot', 'location': 'house'}"
1a314daf-b1c9-4dfe-8e2d-3b405010e685,Is there a transparent bathtub or a transparent wine bottle in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a silver ', 'colour2': 'a transparent ', 'entity1': 'bathtub', 'entity2': 'wine_bottle', 'location': 'house'}"
af324eb5-83d4-43e3-b822-9df0a2fd0f2a,Is there a silver desk or a silver dresser in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'desk', 'entity2': 'dresser', 'location': 'house'}"
ec6d9e85-0fee-477c-ba96-e2b41e1a7bec,Is there a yellow dishwasher or a yellow range oven in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a silver ', 'colour2': 'a yellow ', 'entity1': 'dishwasher', 'entity2': 'range_oven', 'location': 'house'}"
72891694-77aa-4ced-b9ff-eead1734005b,Is there a yellow dresser or a yellow rug in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'an orange ', 'colour2': 'a yellow ', 'entity1': 'dresser', 'entity2': 'rug', 'location': 'house'}"
f5f7d619-8678-4416-9b6e-1ffa2c381c0c,Is there a green desk or a green wardrobe cabinet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a green ', 'entity1': 'desk', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
722d23a6-6923-4817-ac7b-31ba3d89f5bf,Is there a green bed or a green lamp in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a brown ', 'colour2': 'a green ', 'entity1': 'bed', 'entity2': 'lamp', 'location': 'house'}"
16900a5c-990c-46ef-b75a-a74d2c95edb8,Is there a wooden dressing table or a wooden table in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gray ', 'colour2': 'a wooden ', 'entity1': 'dressing_table', 'entity2': 'table', 'location': 'house'}"
70163c83-c68f-41ec-9f4d-5d2a24faba4b,Is there a purple bed or a purple dresser in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'bed', 'entity2': 'dresser', 'location': 'house'}"
9640b6b8-760b-4f22-9530-2f7237ea7b0e,Is there a purple food processor or a purple range oven in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'a purple ', 'entity1': 'food_processor', 'entity2': 'range_oven', 'location': 'house'}"
7041f7d0-1323-4ffd-9f82-126890c7babc,Is there a purple fruit bowl or a purple vase in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a black ', 'colour2': 'a purple ', 'entity1': 'fruit_bowl', 'entity2': 'vase', 'location': 'house'}"
3008644e-f4bf-4731-a842-c38a37096d69,Is there a red sink or a red toilet in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a blue ', 'colour2': 'a red ', 'entity1': 'sink', 'entity2': 'toilet', 'location': 'house'}"
80c73390-aab0-4cfe-8d49-020549b7ec46,Is there a red dresser or a red lamp in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a green ', 'colour2': 'a red ', 'entity1': 'dresser', 'entity2': 'lamp', 'location': 'house'}"
428e1fa0-f5f6-4754-b1e7-9edae7364c97,Is there a transparent bag or a transparent water dispenser in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a pink ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
d857f140-2e53-49b5-9f07-cec15bcf7900,Is there a wooden lamp or a wooden sofa in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a purple ', 'colour2': 'a wooden ', 'entity1': 'lamp', 'entity2': 'sofa', 'location': 'house'}"
b0b6e5ab-789f-4757-b793-ed7e7f1017c9,Is there a silver cup or a silver plates in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a purple ', 'colour2': 'a silver ', 'entity1': 'cup', 'entity2': 'plates', 'location': 'house'}"
95e17609-ff10-4b08-8ff8-6b2a46346c94,Is there a wooden microwave or a wooden vacuum cleaner in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'microwave', 'entity2': 'vacuum_cleaner', 'location': 'house'}"
a6b1ba26-b133-4ad6-8294-c2cd56553596,Is there a blue range oven or a blue refrigerator in the house?,disjunction_colour,no,"[[], []]",False,"{'colour1': 'a black ', 'colour2': 'a blue ', 'entity1': 'range_oven', 'entity2': 'refrigerator', 'location': 'house'}"
a45caa24-d255-464c-a030-310fae9ac169,Is there a beige jacket in the house?,existence_colour,yes,[39],False,"{'colour': 'a beige ', 'entity': 'jacket', 'location': 'house'}"
d9fc70f8-b047-468e-b3c4-f63509228867,Is there a black bag in the house?,existence_colour,yes,[3],False,"{'colour': 'a black ', 'entity': 'bag', 'location': 'house'}"
3acd5292-daae-47ea-b02d-78a09242fc3a,Is there a black chair in the house?,existence_colour,yes,[16],False,"{'colour': 'a black ', 'entity': 'chair', 'location': 'house'}"
1739e125-8381-4d6c-a176-37665eb039c3,Is there a black headphones in the house?,existence_colour,yes,[38],False,"{'colour': 'a black ', 'entity': 'headphones', 'location': 'house'}"
e34d493f-fc82-40cf-b8ab-f9bb90ec8e1c,Is there a black ottoman in the house?,existence_colour,yes,[37],False,"{'colour': 'a black ', 'entity': 'ottoman', 'location': 'house'}"
986eedc1-fed0-4397-ba64-976acc79cb7c,Is there a black painting in the house?,existence_colour,yes,[52],False,"{'colour': 'a black ', 'entity': 'painting', 'location': 'house'}"
1f33c387-f97f-438f-9fd7-8ddd8e0b95bc,Is there a blue bag in the house?,existence_colour,yes,[2],False,"{'colour': 'a blue ', 'entity': 'bag', 'location': 'house'}"
5c1d9d04-068d-4e07-83c6-b73b08306a9c,Is there a blue ball in the house?,existence_colour,yes,[8],False,"{'colour': 'a blue ', 'entity': 'ball', 'location': 'house'}"
31be4c91-99a8-4194-9573-af6618a4e587,Is there a blue book in the house?,existence_colour,yes,[9],False,"{'colour': 'a blue ', 'entity': 'book', 'location': 'house'}"
523ddd9f-c545-4790-b474-f3fab1aef74a,Is there a blue chair in the house?,existence_colour,yes,"[14, 16, 13, 15]",False,"{'colour': 'a blue ', 'entity': 'chair', 'location': 'house'}"
0f7f69dc-c5b4-4c0a-b6ed-e27bca05dd28,Is there a blue door in the house?,existence_colour,yes,"[25, 29, 24, 27, 30, 26]",False,"{'colour': 'a blue ', 'entity': 'door', 'location': 'house'}"
4a7f34d0-c235-406f-8bb8-58ae2a36605b,Is there a blue door handle in the house?,existence_colour,yes,[33],False,"{'colour': 'a blue ', 'entity': 'door_handle', 'location': 'house'}"
56b20b24-ec4c-452a-ba53-c824998d4676,Is there a blue painting in the house?,existence_colour,yes,[52],False,"{'colour': 'a blue ', 'entity': 'painting', 'location': 'house'}"
8de3a69c-4565-4f32-8c7b-b1db182f2826,Is there a blue rubiks cube in the house?,existence_colour,yes,"[61, 59, 62, 60]",False,"{'colour': 'a blue ', 'entity': 'rubiks_cube', 'location': 'house'}"
7bf4ee69-a0b3-4002-96b4-9a84947e42e2,Is there a brown bag in the house?,existence_colour,yes,[5],False,"{'colour': 'a brown ', 'entity': 'bag', 'location': 'house'}"
3a9dba88-cf9c-48ce-a208-7e9de337e81c,Is there a brown box in the house?,existence_colour,yes,[11],False,"{'colour': 'a brown ', 'entity': 'box', 'location': 'house'}"
31dcf028-ea79-4345-8461-c4c273e2f1d8,Is there a brown sofa in the house?,existence_colour,yes,[18],False,"{'colour': 'a brown ', 'entity': 'sofa', 'location': 'house'}"
bf12a8bf-9da9-428e-903b-2a3bdf9c2745,Is there a brown wine bottle in the house?,existence_colour,yes,[86],False,"{'colour': 'a brown ', 'entity': 'wine_bottle', 'location': 'house'}"
