question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
Is there a robot and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],fa09bcec-960e-4648-8db9-0125f398a794,template
Is there a rubiks cube and a rug in the office?,logical_room,no,False,"[[61], []]",[3],b60018db-242b-4c42-912a-031ccd2a5e69,template
Is there a rubiks cube and a rack in the office?,logical_room,no,False,"[[61], []]",[3],1f4f3954-de3f-42c7-af70-c32cf9b5b487,template
Is there a rubiks cube and a shoes in the office?,logical_room,no,False,"[[61], []]",[3],bc624020-5cc2-4aca-8464-c9a065dff898,template
Is there a rubiks cube and a shower in the office?,logical_room,no,False,"[[61], []]",[3],bb912bbb-6ced-420a-a563-2c542e57238a,template
Is there a rubiks cube and a sign in the office?,logical_room,no,False,"[[61], []]",[3],c7362209-ce93-49d4-b9bf-9dd710886473,template
Is there a rubiks cube and a sink in the office?,logical_room,no,False,"[[61], []]",[3],1348fada-69bc-4e83-95b7-7ba4472f28fe,template
Is there a rubiks cube and a sofa in the office?,logical_room,no,False,"[[61], []]",[3],055b83f7-7041-435f-b33f-d83744f2c160,template
Is there a rubiks cube and a stereo set in the office?,logical_room,no,False,"[[61], []]",[3],420b27f7-96a2-4a02-b8e7-997e87e6ff27,template
Is there a rubiks cube and a t-shirt in the office?,logical_room,no,False,"[[61], []]",[3],bca769e2-85a1-4910-a903-c7398dd6a529,template
Is there a rubiks cube and a table in the office?,logical_room,no,False,"[[61], []]",[3],263865d2-218e-48cf-a791-d141f74376c9,template
Is there a rubiks cube and a teapot in the office?,logical_room,no,False,"[[61], []]",[3],cb3bd5e6-7e18-476d-be4e-7f21b68e9c1e,template
Is there a rubiks cube and a teddy bear in the office?,logical_room,yes,False,"[[61], [77]]",[3],26307bee-150c-450d-8829-e6fcfcd3ecd5,template
Is there a rubiks cube and a television in the office?,logical_room,no,False,"[[61], []]",[3],c23a31aa-5ecf-4cac-922d-e5a6dee7ff60,template
Is there a rubiks cube and a toilet in the office?,logical_room,no,False,"[[61], []]",[3],dc8c8aa3-785b-4f1a-b17c-3604be72318a,template
Is there a rubiks cube and a towel rack in the office?,logical_room,no,False,"[[61], []]",[3],bb808f64-beec-4642-b1f1-9d0ca699b9cd,template
Is there a rubiks cube and a trophy in the office?,logical_room,no,False,"[[61], []]",[3],aecb768e-72d8-49ec-bca5-8ec61e2ca553,template
Is there a rubiks cube and a tv stand in the office?,logical_room,no,False,"[[61], []]",[3],f07dddc9-91cf-49c0-98f9-a4882f963c4c,template
Is there a rubiks cube and a utensil holder in the office?,logical_room,no,False,"[[61], []]",[3],a8f10909-c7ae-483b-8419-7a53870f200d,template
Is there a rubiks cube and a vacuum cleaner in the office?,logical_room,no,False,"[[61], []]",[3],ab8099d2-c89a-4185-804b-673881d7635b,template
Is there a rubiks cube and a vase in the office?,logical_room,no,False,"[[61], []]",[3],32c11e67-419a-41d8-89f2-3c78968bbd3f,template
Is there a rubiks cube and a wardrobe cabinet in the office?,logical_room,no,False,"[[61], []]",[3],1d675c52-197e-4c4b-a701-4666c51d1842,template
Is there a rubiks cube and a washer in the office?,logical_room,no,False,"[[61], []]",[3],d86b7dda-fa8a-40ea-998c-e06fa5e486c7,template
Is there a rubiks cube and a water dispenser in the office?,logical_room,no,False,"[[61], []]",[3],7ada39f0-9a21-4f2e-92de-fcea952d4fb6,template
Is there a rubiks cube and a window in the office?,logical_room,yes,False,"[[61], [82, 84]]",[3],905ee476-5462-4f3f-a3d0-99ab477c68c9,template
Is there a rubiks cube and a wine bottle in the office?,logical_room,yes,False,"[[61], [86]]",[3],c04d78d0-4ef8-4514-9fe9-a8179452f34b,template
Is there a rubiks cube and a wine glass in the office?,logical_room,no,False,"[[61], []]",[3],e2501c64-eb7a-42e5-bb61-10907d6a054f,template
Is there a rug and a rack in the office?,logical_room,no,False,"[[], []]",[3],af35ceae-d427-4a58-82cd-f6aa7dd6c675,template
Is there a rug and a shoes in the office?,logical_room,no,False,"[[], []]",[3],46b8000d-fc0a-4c35-9398-23e4e84bc454,template
Is there a rug and a shower in the office?,logical_room,no,False,"[[], []]",[3],db11dbe2-3d17-4adc-85b4-fed0e80196d0,template
Is there a rug and a sign in the office?,logical_room,no,False,"[[], []]",[3],b6081962-12ca-4b49-a7eb-20c5864ab602,template
Is there a rug and a sink in the office?,logical_room,no,False,"[[], []]",[3],4d8cb5ee-a269-4bb0-9abb-65c4f2c76730,template
Is there a rug and a sofa in the office?,logical_room,no,False,"[[], []]",[3],2fe65063-fce6-46be-bb9b-ce07d24a7ce0,template
Is there a rug and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],8126b856-725a-47b8-b833-d17bc0b644fa,template
Is there a rug and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],2086780d-cd1e-4ece-b79d-5b70cca0cf78,template
Is there a rug and a table in the office?,logical_room,no,False,"[[], []]",[3],73295d4c-ff22-47fb-8428-a7f578ab3174,template
Is there a rug and a teapot in the office?,logical_room,no,False,"[[], []]",[3],b5524e32-af8b-46a2-8314-4029ff424ea1,template
Is there a rug and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],a3bd3eb5-20a0-404c-a4c2-f79832208357,template
Is there a rug and a television in the office?,logical_room,no,False,"[[], []]",[3],037caf1d-5ab3-4582-9b0e-d3ec9ef2b6a1,template
Is there a rug and a toilet in the office?,logical_room,no,False,"[[], []]",[3],851bb3d3-dfe1-407e-a92e-4d7b3443e7a8,template
Is there a rug and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],cba257b6-2acf-42a9-9915-07dac18bf433,template
Is there a rug and a trophy in the office?,logical_room,no,False,"[[], []]",[3],8f1dff70-be78-4404-a4eb-0809b065ed2e,template
Is there a rug and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],f88c73c7-8f94-4d62-a763-7be4f8363da0,template
Is there a rug and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],93fb2f6a-a27d-43b0-b062-143386e18c73,template
Is there a rug and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],b5a72fa5-66ea-4d70-85fb-e2a28a71efbe,template
Is there a rug and a vase in the office?,logical_room,no,False,"[[], []]",[3],a24261da-6edd-4950-9e5a-eb9cd7822478,template
Is there a rug and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],e772ef86-6998-496a-8d42-0003d930fd64,template
Is there a rug and a washer in the office?,logical_room,no,False,"[[], []]",[3],b3811b87-9372-44e8-9ad4-87a7ffe04be4,template
Is there a rug and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],418160af-5159-4a14-9444-ca601168fa21,template
Is there a rug and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],92dd8f09-b546-46b4-a1e5-08f6b4d3df72,template
Is there a rug and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],77157d3a-2696-485b-b193-45d6ec3a76e6,template
Is there a rug and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],8d4ee55d-6ded-4cd5-a8f7-bbb8b77588e1,template
Is there a rack and a shoes in the office?,logical_room,no,False,"[[], []]",[3],aede9e4c-41fc-492a-8f59-4d0ad3d5915f,template
Is there a rack and a shower in the office?,logical_room,no,False,"[[], []]",[3],22da88d5-7047-4a6e-af50-33b2ee5b9920,template
Is there a rack and a sign in the office?,logical_room,no,False,"[[], []]",[3],14107948-141c-48ff-96da-91f36dadc263,template
Is there a rack and a sink in the office?,logical_room,no,False,"[[], []]",[3],606f29e1-5f98-4fac-86e2-fa462090c7b4,template
Is there a rack and a sofa in the office?,logical_room,no,False,"[[], []]",[3],10816ef0-cd17-42b4-a9e6-2de7736fc61f,template
Is there a rack and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],6f586df4-86bd-4b71-859f-89bfb7ec1437,template
Is there a rack and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],b4d4dc60-d4ca-4cac-b0e7-4e154d543955,template
Is there a rack and a table in the office?,logical_room,no,False,"[[], []]",[3],9e96438c-4472-48df-a750-4b94d8c1f12e,template
Is there a rack and a teapot in the office?,logical_room,no,False,"[[], []]",[3],9fef3948-27bd-4394-b7d2-eef9b00d35b0,template
Is there a rack and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],196d7190-5571-4e63-b2fe-224d7de1c59f,template
Is there a rack and a television in the office?,logical_room,no,False,"[[], []]",[3],c2bbd4d6-288c-48ff-86cc-d25bf0a9a98e,template
Is there a rack and a toilet in the office?,logical_room,no,False,"[[], []]",[3],e6d8f580-22f3-4481-adcc-fde1dec7c610,template
Is there a rack and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],0444a127-97c0-4c21-b684-38a733960df3,template
Is there a rack and a trophy in the office?,logical_room,no,False,"[[], []]",[3],ded54c1a-9652-4318-8e6c-7892ab611251,template
Is there a rack and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],fa26bcc4-5d65-418c-982b-55d81c1a3ae2,template
Is there a rack and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],870222c3-2a7d-43d1-becc-309bb99c130e,template
Is there a rack and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],34a833f8-e009-4d3d-b602-a6d05a4932a6,template
Is there a rack and a vase in the office?,logical_room,no,False,"[[], []]",[3],ae659359-28b1-40a9-bace-e61552a40c30,template
Is there a rack and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],c4a944f3-aad4-41cd-86ef-310fc3981a18,template
Is there a rack and a washer in the office?,logical_room,no,False,"[[], []]",[3],a11951ba-4c69-4ff1-94d8-83cedf5165e4,template
Is there a rack and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],848253e0-0fe2-43bf-bc11-d08fefc5c86d,template
Is there a rack and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],d29b08ef-97bb-4a67-8c90-cc38f83eb3d2,template
Is there a rack and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],1e947ac2-abb8-40ed-af80-1efbd68b1161,template
Is there a rack and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],8f0dac6e-fb31-4c32-a4af-70c09d6ed15e,template
Is there a shoes and a shower in the office?,logical_room,no,False,"[[], []]",[3],fa26ca21-1684-4939-bf27-d8899a67e302,template
Is there a shoes and a sign in the office?,logical_room,no,False,"[[], []]",[3],138a0693-fcf2-4c81-b720-39cb3c05e5be,template
Is there a shoes and a sink in the office?,logical_room,no,False,"[[], []]",[3],be842b31-34d6-4dd4-83f4-53a171a567cc,template
Is there a shoes and a sofa in the office?,logical_room,no,False,"[[], []]",[3],e0f78d73-54d5-49e1-a192-62e72f33019d,template
Is there a shoes and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],80b6022b-356b-4619-97e0-2d30b29c684a,template
Is there a shoes and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],1a470c3a-22d8-48c7-a7df-25da79def6f3,template
Is there a shoes and a table in the office?,logical_room,no,False,"[[], []]",[3],341ed36f-bbc2-4c1d-90fe-722a9a28656e,template
Is there a shoes and a teapot in the office?,logical_room,no,False,"[[], []]",[3],a852fbfb-c1ec-49be-bee7-9bc6bc8570af,template
Is there a shoes and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],1d37475b-c001-4767-9df5-9e2ab025be0f,template
Is there a shoes and a television in the office?,logical_room,no,False,"[[], []]",[3],e5e42ba4-2378-4dbd-aff9-3d3f554b4d01,template
Is there a shoes and a toilet in the office?,logical_room,no,False,"[[], []]",[3],0caa826f-2e66-4bcf-beae-09c2f8100121,template
Is there a shoes and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],a3950899-7119-44b0-8cdc-8ea6f377e042,template
Is there a shoes and a trophy in the office?,logical_room,no,False,"[[], []]",[3],ae5c547f-80ae-4b58-83fc-d4d1abf3f54d,template
Is there a shoes and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],9634f747-163b-41a3-b920-d52f1334a8d2,template
Is there a shoes and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],2f5b09bc-2da7-45ac-9a97-9a8c4ca7d74b,template
Is there a shoes and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],4ec4638b-52c2-43f1-8a0b-a5d09d242ca3,template
Is there a shoes and a vase in the office?,logical_room,no,False,"[[], []]",[3],51be2a57-b998-41cd-9e0c-abc9a42a0032,template
Is there a shoes and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],b41cd8ac-3e17-4872-aa5a-a12bb66bdfa1,template
Is there a shoes and a washer in the office?,logical_room,no,False,"[[], []]",[3],5e69a0b3-5929-4885-bc05-f6c3bbf0eaf9,template
Is there a shoes and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],5b196712-af3e-4f0d-8c1f-0958da3388a0,template
Is there a shoes and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],68351914-65a7-4a37-9f35-89d31c579984,template
Is there a shoes and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],92e2941a-1080-4183-a84e-10ff84e5d594,template
Is there a shoes and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],83ced880-9eb0-4984-b1fd-b0c4bbb144cf,template
Is there a shower and a sign in the office?,logical_room,no,False,"[[], []]",[3],45e5b449-4377-473d-968a-44c034c19530,template
Is there a shower and a sink in the office?,logical_room,no,False,"[[], []]",[3],7c39fb30-7475-4f73-b5ad-c2ef246c2f35,template
Is there a shower and a sofa in the office?,logical_room,no,False,"[[], []]",[3],7719f3f0-9143-44ce-bdaf-d7b6796615b8,template
Is there a shower and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],3bb4851c-4ee2-4deb-8961-a0e8ad65c037,template
Is there a shower and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],04362b72-f1e4-4425-a0f2-64b9d79316a9,template
Is there a shower and a table in the office?,logical_room,no,False,"[[], []]",[3],c39168ae-95db-4f9e-885f-56a208ffe47b,template
Is there a shower and a teapot in the office?,logical_room,no,False,"[[], []]",[3],7b089556-085c-432b-9563-eef76bc879fb,template
Is there a shower and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],a3f395b4-505a-4912-80f1-8c5014154258,template
Is there a shower and a television in the office?,logical_room,no,False,"[[], []]",[3],bb2f287c-49cd-48c6-ba6b-e0a407c54a98,template
Is there a shower and a toilet in the office?,logical_room,no,False,"[[], []]",[3],041984ba-287c-4eb4-a5b5-48a4338937fb,template
Is there a shower and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],82aed904-bd1b-4709-b7f0-0d34efd107e2,template
Is there a shower and a trophy in the office?,logical_room,no,False,"[[], []]",[3],b8d34e20-fdc6-4963-b839-1421876de9e7,template
Is there a shower and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],bb39ac38-e3b7-4f1f-8ea7-56454e6cdecd,template
Is there a shower and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],a7463dbc-4356-4b1f-9fb6-caec91c7471f,template
Is there a shower and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],537668bc-ffb3-46a4-8293-cee8ca6f32fb,template
Is there a shower and a vase in the office?,logical_room,no,False,"[[], []]",[3],9ba8f430-ac06-4d7b-b61f-94d860f26d3c,template
Is there a shower and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],dd9f2982-0a26-4c3d-a318-87459af2759c,template
Is there a shower and a washer in the office?,logical_room,no,False,"[[], []]",[3],7f8eb95f-27c7-482a-ab88-d258ad0670a8,template
Is there a shower and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],32488dad-76e6-4320-aaf7-4a2e2a96f3e6,template
Is there a shower and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],991dd2ab-9fb7-456e-8005-3a2131b2d5ee,template
Is there a shower and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],226eb8d1-407b-4cb0-b57f-addabc1b42ae,template
Is there a shower and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],d958a501-2989-4238-9f26-945c0bf288e9,template
Is there a sign and a sink in the office?,logical_room,no,False,"[[], []]",[3],f7d8fa41-c22e-4d6a-a28c-e112bf725c21,template
Is there a sign and a sofa in the office?,logical_room,no,False,"[[], []]",[3],61c0aaa3-7eb3-490c-911d-ff463c7694d0,template
Is there a sign and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],049257c3-acec-4887-931f-44feba287ed2,template
Is there a sign and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],badc442b-f005-40ca-853b-9fb6d7abbe8d,template
Is there a sign and a table in the office?,logical_room,no,False,"[[], []]",[3],8da12d4f-cb3e-4337-84e8-12da4f6ab153,template
Is there a sign and a teapot in the office?,logical_room,no,False,"[[], []]",[3],7a4a7e0d-e276-44e4-bd7f-76c1be39a476,template
Is there a sign and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],123f40fe-eb8c-437b-8d4a-a01bf1587ddd,template
Is there a sign and a television in the office?,logical_room,no,False,"[[], []]",[3],8ef4debd-9435-4a48-ae0d-1da720061096,template
Is there a sign and a toilet in the office?,logical_room,no,False,"[[], []]",[3],7199a906-e5fe-42e0-b429-041184152cc3,template
Is there a sign and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],11a22a18-2bf3-4a4f-a70e-40c2ef2b77df,template
Is there a sign and a trophy in the office?,logical_room,no,False,"[[], []]",[3],e1b32f7d-b5d3-4759-afc5-ece956436316,template
Is there a sign and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],fdcf096b-025e-4389-98f4-058ebbdf725a,template
Is there a sign and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],56ce6927-d025-41d2-9fd4-84640578f469,template
Is there a sign and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],c2380f38-cac3-4a61-8e71-a5fd66151507,template
Is there a sign and a vase in the office?,logical_room,no,False,"[[], []]",[3],41d9dd5a-02df-4167-8483-d1f8fbbb92b2,template
Is there a sign and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],1404620e-8e19-4098-abcc-46a9cb02acb8,template
Is there a sign and a washer in the office?,logical_room,no,False,"[[], []]",[3],810c02ef-4cc3-4b34-a92a-00fd5734eb03,template
Is there a sign and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],e6143a7e-e75b-4300-a537-cc1e089f2798,template
Is there a sign and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],0d21280f-f2c3-4d00-8436-a211b0c41e3a,template
Is there a sign and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],3bae46c2-aeb9-4e9c-a5b0-36650e4fec1c,template
Is there a sign and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],e5368afe-a301-42ee-abf7-f11a367daf37,template
Is there a sink and a sofa in the office?,logical_room,no,False,"[[], []]",[3],c786b603-cdad-4080-b934-57c0852946b2,template
Is there a sink and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],2d195d82-4d88-448c-bf74-07c76f21ed14,template
Is there a sink and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],20395469-ad89-4828-b7bc-8848bb19e45d,template
Is there a sink and a table in the office?,logical_room,no,False,"[[], []]",[3],a8565440-d06c-4051-b7c6-6db4c730d912,template
Is there a sink and a teapot in the office?,logical_room,no,False,"[[], []]",[3],2c321831-f9cf-408e-9331-e1e344695418,template
Is there a sink and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],808e9982-adae-4ffe-8821-d0fabdf81204,template
Is there a sink and a television in the office?,logical_room,no,False,"[[], []]",[3],704e7bda-4f9d-460a-80db-7bd1c634bb8d,template
Is there a sink and a toilet in the office?,logical_room,no,False,"[[], []]",[3],f6cd2f58-2b34-478d-a221-6174b29d7d65,template
Is there a sink and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],6f0a6a9a-701a-44d7-9284-eff9ee23aea7,template
Is there a sink and a trophy in the office?,logical_room,no,False,"[[], []]",[3],4a8ca43a-c920-49a1-884c-e7a06c7df5ec,template
Is there a sink and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],e439c3f6-874a-4de1-8e31-a36f4e127fa8,template
Is there a sink and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],88aaf7b1-d44a-46bc-8c11-d3ace9340f56,template
Is there a sink and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],716d8555-cde1-420e-ad9c-b9bdddaf097a,template
Is there a sink and a vase in the office?,logical_room,no,False,"[[], []]",[3],17d67b39-751d-43b5-b245-57b099564ab7,template
Is there a sink and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],3b8155ce-cad2-496f-97c7-71ede3a330aa,template
Is there a sink and a washer in the office?,logical_room,no,False,"[[], []]",[3],fee1aeaa-0a91-4e6c-a83f-43474be3aa7e,template
Is there a sink and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],6ac2e4be-554c-47f4-9917-5beb7bbc09d0,template
Is there a sink and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],6369cb3c-d0b0-4693-81ae-291b6924dbb3,template
Is there a sink and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],02fd1977-5bd4-4bf4-8813-e11ac649e7cf,template
Is there a sink and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],c65733a0-0ddc-47eb-af0c-532cf7e66a52,template
Is there a sofa and a stereo set in the office?,logical_room,no,False,"[[], []]",[3],75de16b1-a98d-41c7-9dbb-8e2dc2e5efa8,template
Is there a sofa and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],21de1c5f-dddc-48d8-b6aa-9974f37ab09c,template
Is there a sofa and a table in the office?,logical_room,no,False,"[[], []]",[3],b589ae9a-fca7-4920-867e-79d7880f27b5,template
Is there a sofa and a teapot in the office?,logical_room,no,False,"[[], []]",[3],3ec49d91-9390-45b3-ba3e-c98ba5b3d5e0,template
Is there a sofa and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],36c7ead2-f9c0-4e19-bf18-76018fa22121,template
Is there a sofa and a television in the office?,logical_room,no,False,"[[], []]",[3],138d425b-f201-41cb-ad25-50ad89b04980,template
Is there a sofa and a toilet in the office?,logical_room,no,False,"[[], []]",[3],a3651d14-c50a-43cf-b6d9-5036c6b46b2c,template
Is there a sofa and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],bdb83ac2-e162-434b-a524-6aabaaf5763d,template
Is there a sofa and a trophy in the office?,logical_room,no,False,"[[], []]",[3],d9bb4e87-db17-40ff-a0ed-2fa0346c5f52,template
Is there a sofa and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],34379a3f-9d3b-41e8-86ee-80d6b3a194dd,template
Is there a sofa and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],694133ca-e948-4902-9e64-e1476669fed6,template
Is there a sofa and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],22eee9a7-ae54-4d10-95bf-07b3323faa40,template
Is there a sofa and a vase in the office?,logical_room,no,False,"[[], []]",[3],f07c4343-49ef-460d-b054-54db4376d411,template
Is there a sofa and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],3b3bd894-5e6f-4190-88f0-fd1f7934d562,template
Is there a sofa and a washer in the office?,logical_room,no,False,"[[], []]",[3],1f7ecdff-56d2-47a5-bffc-a43cb74bf268,template
Is there a sofa and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],88250e11-a63d-4c2c-ac33-6bafcb167740,template
Is there a sofa and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],a134d4c4-2f07-4ba3-892c-6cf78f49d43c,template
Is there a sofa and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],5e5b07f1-dc64-4066-8726-aa0421cf4cae,template
Is there a sofa and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],628beeb0-33fa-462a-8da8-cc14d1eb3c00,template
Is there a stereo set and a t-shirt in the office?,logical_room,no,False,"[[], []]",[3],ef39dcbf-9ac4-404f-81a9-87413f19820d,template
Is there a stereo set and a table in the office?,logical_room,no,False,"[[], []]",[3],e551a9bb-e216-4ba3-b722-34784bc6f5d0,template
Is there a stereo set and a teapot in the office?,logical_room,no,False,"[[], []]",[3],1be82e51-b897-49de-8720-81a21a908e65,template
Is there a stereo set and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],55d04110-ad40-4045-9aef-31427e9c1169,template
Is there a stereo set and a television in the office?,logical_room,no,False,"[[], []]",[3],2a3e4e57-fca6-442c-b87d-e6c0539e3c04,template
Is there a stereo set and a toilet in the office?,logical_room,no,False,"[[], []]",[3],f320ec94-8cbd-4d5f-98e8-94d7446479af,template
Is there a stereo set and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],8a4cb4b1-a8c8-44cf-901b-ae8955b44593,template
Is there a stereo set and a trophy in the office?,logical_room,no,False,"[[], []]",[3],fc1d8dd3-4f16-4fa3-bcf4-d8ec39c99cb9,template
Is there a stereo set and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],5de5a619-6618-4c21-903c-9a91c4031d13,template
Is there a stereo set and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],94cb55fb-9b2d-4d54-8735-5897e1802056,template
Is there a stereo set and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],229a771c-aef9-4f7f-a624-42f06ca7ab65,template
Is there a stereo set and a vase in the office?,logical_room,no,False,"[[], []]",[3],0fa17a91-3516-4f2d-824e-798470cdda80,template
Is there a stereo set and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],69949a3b-2286-4cad-b851-13c86ad6213d,template
Is there a stereo set and a washer in the office?,logical_room,no,False,"[[], []]",[3],a16ac3ac-4ed9-4c5a-88a7-a3e35a7d1827,template
Is there a stereo set and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],8053fc9e-ed49-47c4-86e5-642835c3b76b,template
Is there a stereo set and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],ed945d11-75e5-4455-a15f-08b7d065f4a6,template
Is there a stereo set and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],cf480eaf-0135-41a6-9088-74f8b6d49700,template
Is there a stereo set and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],8b24f8f5-1bc4-474c-9102-72729b118720,template
Is there a t-shirt and a table in the office?,logical_room,no,False,"[[], []]",[3],67b9cde0-c07b-444c-9c84-9a4c252a034c,template
Is there a t-shirt and a teapot in the office?,logical_room,no,False,"[[], []]",[3],3d80e41e-f819-432b-94df-70d2f717a8fb,template
Is there a t-shirt and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],1c5f383d-1341-47a1-9ae0-a28eb3373d72,template
Is there a t-shirt and a television in the office?,logical_room,no,False,"[[], []]",[3],ae63e371-d328-4737-8a61-0e88ae3f37c0,template
Is there a t-shirt and a toilet in the office?,logical_room,no,False,"[[], []]",[3],fe23e374-dfaa-48fc-b697-c24408d63b1e,template
Is there a t-shirt and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],ad3bb83e-89ff-4182-b91a-9a87fa93ec69,template
Is there a t-shirt and a trophy in the office?,logical_room,no,False,"[[], []]",[3],c8328569-9b6a-4568-8db4-4fcf3c35c872,template
Is there a t-shirt and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],f43e0ced-8734-40c3-b752-4c15c3a4ba4b,template
Is there a t-shirt and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],268ed06a-cec3-445c-bc30-650f43f70d77,template
Is there a t-shirt and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],5aa8b11d-cc04-4c73-887f-219e2dcdee92,template
Is there a t-shirt and a vase in the office?,logical_room,no,False,"[[], []]",[3],216ac92d-85fe-4745-b37d-4fad9a0247cd,template
