question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin,kwargs
Is there an orange bed and an orange dresser in the house?,conjunction_colour,no,False,"[[], []]",[],eef87cc6-9545-429e-96e6-ba30160a0a57,template,"{'colour1': 'an orange ', 'colour2': 'a wooden ', 'entity1': 'bed', 'entity2': 'dresser', 'location': 'house'}"
Is there a pink fish tank and a pink kettle in the house?,conjunction_colour,no,False,"[[], []]",[],a7f35a4d-4e51-470a-9811-a0541ec377ce,template,"{'colour1': 'a pink ', 'colour2': 'a wooden ', 'entity1': 'fish_tank', 'entity2': 'kettle', 'location': 'house'}"
Is there a beige fish tank and a beige fruit bowl in the house?,conjunction_colour,no,False,"[[], []]",[],6d4bba3f-a25d-4e14-84c4-4ecb209fe1d6,template,"{'colour1': 'a beige ', 'colour2': 'a gray ', 'entity1': 'fish_tank', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a brown fireplace and a brown fish tank in the house?,conjunction_colour,no,False,"[[], []]",[],82fe05be-b23f-48bd-9ba9-3954b05aa0ae,template,"{'colour1': 'a brown ', 'colour2': 'a purple ', 'entity1': 'fireplace', 'entity2': 'fish_tank', 'location': 'house'}"
Is there a black dishwasher and a black microwave in the house?,conjunction_colour,no,False,"[[], []]",[],679bfbed-0132-4265-8fd0-b8879f22053c,template,"{'colour1': 'a black ', 'colour2': 'a red ', 'entity1': 'dishwasher', 'entity2': 'microwave', 'location': 'house'}"
Is there a black dresser and a black wardrobe cabinet in the house?,conjunction_colour,no,False,"[[], []]",[],1581f93b-2639-44b1-9e1d-eb8010bfc057,template,"{'colour1': 'a black ', 'colour2': 'a red ', 'entity1': 'dresser', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a white coffee machine and a white food processor in the house?,conjunction_colour,no,False,"[[], []]",[],a0feb77d-366c-4016-a78e-c3bbc8b11d34,template,"{'colour1': 'a white ', 'colour2': 'a yellow ', 'entity1': 'coffee_machine', 'entity2': 'food_processor', 'location': 'house'}"
Is there a purple pan and a purple teapot in the house?,conjunction_colour,no,False,"[[], []]",[],d120fe83-2ef5-463d-a8cd-7b1b9905a7d1,template,"{'colour1': 'a purple ', 'colour2': 'a silver ', 'entity1': 'pan', 'entity2': 'teapot', 'location': 'house'}"
Is there a white dishwasher and a white food processor in the house?,conjunction_colour,no,False,"[[], []]",[],f897874e-87f9-4284-84a2-8b4debeca530,template,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'dishwasher', 'entity2': 'food_processor', 'location': 'house'}"
Is there an orange desk and an orange lamp in the house?,conjunction_colour,no,False,"[[], []]",[],2c36113e-a7d8-4416-82bd-d2ba2ef4d898,template,"{'colour1': 'an orange ', 'colour2': 'a purple ', 'entity1': 'desk', 'entity2': 'lamp', 'location': 'house'}"
Is there a black dresser and a black rug in the house?,conjunction_colour,no,False,"[[], []]",[],cbf1bc0a-4ffc-4df3-b049-5756cfb827ec,template,"{'colour1': 'a black ', 'colour2': 'a wooden ', 'entity1': 'dresser', 'entity2': 'rug', 'location': 'house'}"
Is there a brown bag and a brown wine glass in the house?,conjunction_colour,no,False,"[[5], []]",[],1b83691f-9da6-45bd-aacb-57675a8c529e,template,"{'colour1': 'a brown ', 'colour2': 'a pink ', 'entity1': 'bag', 'entity2': 'wine_glass', 'location': 'house'}"
Is there a silver computer or a silver robot in the house?,disjunction_colour,yes,False,"[[], [58, 57]]",[],16c15e42-7ef1-4ec9-9276-c3af9bb18456,template,"{'colour1': 'a green ', 'colour2': 'a silver ', 'entity1': 'computer', 'entity2': 'robot', 'location': 'house'}"
Is there a transparent chair or a transparent dressing table in the house?,disjunction_colour,yes,False,"[[16], []]",[],b18709eb-dc99-4e61-a5a4-b388b1119e2b,template,"{'colour1': 'a black ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'dressing_table', 'location': 'house'}"
Is there a white chair or a white lamp in the house?,disjunction_colour,yes,False,"[[16], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],c75e6843-90fb-44f6-8d97-76d0c0194c24,template,"{'colour1': 'a black ', 'colour2': 'a white ', 'entity1': 'chair', 'entity2': 'lamp', 'location': 'house'}"
Is there a transparent bag or a transparent wine glass in the house?,disjunction_colour,yes,False,"[[], [89]]",[],3e3a81f0-e710-4140-b79e-0fef4c06c296,template,"{'colour1': 'a beige ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'wine_glass', 'location': 'house'}"
Is there a transparent chair or a transparent wardrobe cabinet in the house?,disjunction_colour,yes,False,"[[12], []]",[],c955e3f1-8f3d-4da9-80fe-7c5a24437bd0,template,"{'colour1': 'a gray ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a transparent teapot or a transparent vase in the house?,disjunction_colour,yes,False,"[[], [80, 79]]",[],57f0e109-da91-4264-9417-e9a0eeef22cf,template,"{'colour1': 'a green ', 'colour2': 'a transparent ', 'entity1': 'teapot', 'entity2': 'vase', 'location': 'house'}"
Is there a transparent bag or a transparent heater in the house?,disjunction_colour,yes,False,"[[6], []]",[],7eaed28f-4e3a-4663-a102-f04c03b009e3,template,"{'colour1': 'a gray ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
Is there a white pan or a white teapot in the house?,disjunction_colour,yes,False,"[[], [75]]",[],fc1d545d-71b2-4170-addb-bb0b78e7e929,template,"{'colour1': 'a red ', 'colour2': 'a white ', 'entity1': 'pan', 'entity2': 'teapot', 'location': 'house'}"
Is there a wooden bed or a wooden desk in the house?,disjunction_colour,yes,False,"[[], [21, 22]]",[],ee03291c-c0fa-400f-b5d1-a527e971684d,template,"{'colour1': 'a gold ', 'colour2': 'a wooden ', 'entity1': 'bed', 'entity2': 'desk', 'location': 'house'}"
Is there a transparent fruit bowl or a transparent vase in the house?,disjunction_colour,yes,False,"[[], [80, 79]]",[],65b02194-1223-4d01-8986-4e6a31704a3a,template,"{'colour1': 'a green ', 'colour2': 'a transparent ', 'entity1': 'fruit_bowl', 'entity2': 'vase', 'location': 'house'}"
Is there a transparent bag or a transparent bathtub in the house?,disjunction_colour,yes,False,"[[2], []]",[],ef92faf5-b42e-481f-a02e-8728d52030b9,template,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'bathtub', 'location': 'house'}"
Is there a white box or a white cup in the house?,disjunction_colour,yes,False,"[[], [20, 19]]",[],0f13429e-eed2-4ba3-a58e-8d7609fcfe47,template,"{'colour1': 'a green ', 'colour2': 'a white ', 'entity1': 'box', 'entity2': 'cup', 'location': 'house'}"
Is there a white bag or a white cup in the house?,disjunction_colour,yes,False,"[[3], [20, 19]]",[],f7915354-24d0-4de4-b8cc-aa61083f68cb,template,"{'colour1': 'a black ', 'colour2': 'a white ', 'entity1': 'bag', 'entity2': 'cup', 'location': 'house'}"
Is there a gray chair or a gray table in the house?,disjunction_colour,yes,False,"[[16], []]",[],ce56b2da-dc11-4d0d-888f-0eadd7021958,template,"{'colour1': 'a black ', 'colour2': 'a gray ', 'entity1': 'chair', 'entity2': 'table', 'location': 'house'}"
Is there a white bag or a white water dispenser in the house?,disjunction_colour,yes,False,"[[5], []]",[],0b82942d-64ea-4f0d-8a17-132212357898,template,"{'colour1': 'a brown ', 'colour2': 'a white ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a wooden box or a wooden heater in the house?,disjunction_colour,yes,False,"[[11], []]",[],651949c1-b149-40e5-8c5d-ecb60cd1cf72,template,"{'colour1': 'a brown ', 'colour2': 'a wooden ', 'entity1': 'box', 'entity2': 'heater', 'location': 'house'}"
Is there a silver box or a silver water dispenser in the house?,disjunction_colour,yes,False,"[[11], []]",[],5ddda618-caaa-46a1-bb20-85cd7e8327eb,template,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'box', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a white chair or a white lamp in the house?,disjunction_colour,yes,False,"[[12], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],cdae171b-27b4-4ebb-b48d-d9c7dcee4e56,template,"{'colour1': 'a gray ', 'colour2': 'a white ', 'entity1': 'chair', 'entity2': 'lamp', 'location': 'house'}"
Is there a transparent bag or a transparent heater in the house?,disjunction_colour,yes,False,"[[2], []]",[],38385010-219e-4b24-849e-039af0df3fe3,template,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
Is there a transparent cup or a transparent wine glass in the house?,disjunction_colour,yes,False,"[[], [89]]",[],a7834380-a7ed-49f6-b2c8-4d29c32a6f8f,template,"{'colour1': 'a red ', 'colour2': 'a transparent ', 'entity1': 'cup', 'entity2': 'wine_glass', 'location': 'house'}"
Is there a white pan or a white teapot in the house?,disjunction_colour,yes,False,"[[], [75]]",[],2e27ea89-c104-4b99-98ed-b5c54eef9c86,template,"{'colour1': 'a pink ', 'colour2': 'a white ', 'entity1': 'pan', 'entity2': 'teapot', 'location': 'house'}"
Is there a white bed or a white lamp in the house?,disjunction_colour,yes,False,"[[], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],9c541056-ef1e-4af4-946b-21398077e562,template,"{'colour1': 'a green ', 'colour2': 'a white ', 'entity1': 'bed', 'entity2': 'lamp', 'location': 'house'}"
Is there a white rug or a white table in the house?,disjunction_colour,yes,False,"[[], [74]]",[],0857276f-968c-4ec5-a681-0b7509e58517,template,"{'colour1': 'a gold ', 'colour2': 'a white ', 'entity1': 'rug', 'entity2': 'table', 'location': 'house'}"
Is there a green chair or a green table in the house?,disjunction_colour,yes,False,"[[12], []]",[],7adbd8df-5eaf-4d61-bf00-e69f5fe27d5d,template,"{'colour1': 'a gray ', 'colour2': 'a green ', 'entity1': 'chair', 'entity2': 'table', 'location': 'house'}"
Is there a white bathtub or a white cup in the house?,disjunction_colour,yes,False,"[[], [20, 19]]",[],7a081c62-277e-4f6c-9d5d-634f47d8f12d,template,"{'colour1': 'a beige ', 'colour2': 'a white ', 'entity1': 'bathtub', 'entity2': 'cup', 'location': 'house'}"
Is there a silver bag or a silver fruit bowl in the house?,disjunction_colour,yes,False,"[[2], []]",[],4117a83a-8df7-4867-bf22-293ed6147acb,template,"{'colour1': 'a blue ', 'colour2': 'a silver ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a yellow bag or a yellow box in the house?,disjunction_colour,yes,False,"[[2], []]",[],0cd249fe-d338-4e96-90ff-8458485221bf,template,"{'colour1': 'a blue ', 'colour2': 'a yellow ', 'entity1': 'bag', 'entity2': 'box', 'location': 'house'}"
Is there a blue bag or a blue water dispenser in the house?,disjunction_colour,yes,False,"[[3], []]",[],6d916683-e5b5-408a-9628-74be162a3673,template,"{'colour1': 'a black ', 'colour2': 'a blue ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a silver chair or a silver wardrobe cabinet in the house?,disjunction_colour,yes,False,"[[16], []]",[],0c16ca0d-a6a5-4fe7-bfd3-539f6831185b,template,"{'colour1': 'a black ', 'colour2': 'a silver ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a transparent bag or a transparent water dispenser in the house?,disjunction_colour,yes,False,"[[5], []]",[],a5495e08-f114-4c12-ab05-dafbc64a0a3d,template,"{'colour1': 'a brown ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a transparent fish tank or a transparent vase in the house?,disjunction_colour,yes,False,"[[], [80, 79]]",[],9b1cf2a2-e450-4777-b611-283bc8ed46ff,template,"{'colour1': 'a pink ', 'colour2': 'a transparent ', 'entity1': 'fish_tank', 'entity2': 'vase', 'location': 'house'}"
Is there a yellow painting or a yellow rubiks cube in the house?,disjunction_colour,yes,False,"[[], [61, 59, 62, 60]]",[],77abb29a-c9e1-462d-8271-b4889c2c9fd0,template,"{'colour1': 'a pink ', 'colour2': 'a yellow ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
Is there a red painting or a red rubiks cube in the house?,disjunction_colour,yes,False,"[[], [61, 59, 62, 60]]",[],73150b10-c58d-4e5d-8a8a-3ca299f86635,template,"{'colour1': 'a gold ', 'colour2': 'a red ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
Is there a wooden bag or a wooden heater in the house?,disjunction_colour,yes,False,"[[2], []]",[],baf3e7d2-d0f0-40d9-90e9-2ecbf67a42c5,template,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'bag', 'entity2': 'heater', 'location': 'house'}"
Is there a pink bag or a pink rug in the house?,disjunction_colour,yes,False,"[[3], []]",[],6ddba7eb-978d-408e-a2e6-480c91975c4d,template,"{'colour1': 'a black ', 'colour2': 'a pink ', 'entity1': 'bag', 'entity2': 'rug', 'location': 'house'}"
Is there an orange box or an orange wine glass in the house?,disjunction_colour,yes,False,"[[11], []]",[],6351562b-9bd1-4cbe-ad35-e27596870e60,template,"{'colour1': 'a brown ', 'colour2': 'an orange ', 'entity1': 'box', 'entity2': 'wine_glass', 'location': 'house'}"
Is there an orange chair or an orange wardrobe cabinet in the house?,disjunction_colour,yes,False,"[[16], []]",[],f772235c-5728-41c5-b47e-0c8c32ec0459,template,"{'colour1': 'a black ', 'colour2': 'an orange ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a brown kettle or a brown wine bottle in the house?,disjunction_colour,yes,False,"[[], [86]]",[],ce9c4270-c5bb-419b-a5c7-84ed197102dd,template,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'kettle', 'entity2': 'wine_bottle', 'location': 'house'}"
Is there a red box or a red water dispenser in the house?,disjunction_colour,yes,False,"[[11], []]",[],cd27e0f0-2418-4923-9ef5-d74a0241d42a,template,"{'colour1': 'a brown ', 'colour2': 'a red ', 'entity1': 'box', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a green painting or a green rubiks cube in the house?,disjunction_colour,yes,False,"[[], [61, 59, 62, 60]]",[],424b7447-d831-4c69-9fec-1ea60e5134a0,template,"{'colour1': 'a gold ', 'colour2': 'a green ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'house'}"
Is there a transparent chair or a transparent dresser in the house?,disjunction_colour,yes,False,"[[16], []]",[],292dd9cd-c95b-4ab7-b18b-6cb49b8d3c62,template,"{'colour1': 'a black ', 'colour2': 'a transparent ', 'entity1': 'chair', 'entity2': 'dresser', 'location': 'house'}"
Is there an orange bag or an orange box in the house?,disjunction_colour,yes,False,"[[2], []]",[],e8c81c1f-7acb-4455-84b7-d18426880107,template,"{'colour1': 'a blue ', 'colour2': 'an orange ', 'entity1': 'bag', 'entity2': 'box', 'location': 'house'}"
Is there a wooden bag or a wooden fruit bowl in the house?,disjunction_colour,yes,False,"[[2], []]",[],347fb708-6eba-4057-8bfb-1ba412e8938f,template,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a transparent box or a transparent fruit bowl in the house?,disjunction_colour,yes,False,"[[11], []]",[],b5a1ba08-f73e-4bba-aad1-14171ba41a24,template,"{'colour1': 'a brown ', 'colour2': 'a transparent ', 'entity1': 'box', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a green table or a green tv stand in the house?,disjunction_colour,no,False,"[[], []]",[],e97a2c65-f354-4f73-8718-9f49b2fc0858,template,"{'colour1': 'a beige ', 'colour2': 'a green ', 'entity1': 'table', 'entity2': 'tv_stand', 'location': 'house'}"
Is there a wooden shower or a wooden toilet in the house?,disjunction_colour,no,False,"[[], []]",[],1ff65ba3-8a65-48f8-94b3-485de2ee9d83,template,"{'colour1': 'a green ', 'colour2': 'a wooden ', 'entity1': 'shower', 'entity2': 'toilet', 'location': 'house'}"
Is there a purple tv stand or a purple wardrobe cabinet in the house?,disjunction_colour,no,False,"[[], []]",[],7b293647-a574-48c5-8e96-7c38e2e14401,template,"{'colour1': 'a pink ', 'colour2': 'a purple ', 'entity1': 'tv_stand', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a silver coffee machine or a silver refrigerator in the house?,disjunction_colour,no,False,"[[], []]",[],5667fa39-fb7d-4ece-ae95-6f46c9c15879,template,"{'colour1': 'a pink ', 'colour2': 'a silver ', 'entity1': 'coffee_machine', 'entity2': 'refrigerator', 'location': 'house'}"
Is there a green refrigerator or a green washer in the house?,disjunction_colour,no,False,"[[], []]",[],8258fe51-ba47-4012-98dc-16abbf382b25,template,"{'colour1': 'a blue ', 'colour2': 'a green ', 'entity1': 'refrigerator', 'entity2': 'washer', 'location': 'house'}"
Is there a purple fruit bowl or a purple kettle in the house?,disjunction_colour,no,False,"[[], []]",[],d885138f-1a67-4a87-94da-4a4a46e884ec,template,"{'colour1': 'a blue ', 'colour2': 'a purple ', 'entity1': 'fruit_bowl', 'entity2': 'kettle', 'location': 'house'}"
Is there a pink heater or a pink robot in the house?,disjunction_colour,no,False,"[[], []]",[],f6f313dd-3bdc-46e2-a78a-c0828c949e5c,template,"{'colour1': 'a gold ', 'colour2': 'a pink ', 'entity1': 'heater', 'entity2': 'robot', 'location': 'house'}"
Is there a transparent fruit bowl or a transparent teapot in the house?,disjunction_colour,no,False,"[[], []]",[],8b37970f-da2d-41c5-aebc-2dba23ac303d,template,"{'colour1': 'a silver ', 'colour2': 'a transparent ', 'entity1': 'fruit_bowl', 'entity2': 'teapot', 'location': 'house'}"
Is there a purple water dispenser or a purple wine glass in the house?,disjunction_colour,no,False,"[[], []]",[],4982cf75-4068-449f-add1-0d9c257ca0d6,template,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'water_dispenser', 'entity2': 'wine_glass', 'location': 'house'}"
Is there an orange coffee machine or an orange refrigerator in the house?,disjunction_colour,no,False,"[[], []]",[],f6535c21-a53d-4437-b871-28454659801e,template,"{'colour1': 'a green ', 'colour2': 'an orange ', 'entity1': 'coffee_machine', 'entity2': 'refrigerator', 'location': 'house'}"
Is there a wooden bathtub or a wooden box in the house?,disjunction_colour,no,False,"[[], []]",[],71a24d84-3e69-48b5-8e1a-462ec84911b6,template,"{'colour1': 'an orange ', 'colour2': 'a wooden ', 'entity1': 'bathtub', 'entity2': 'box', 'location': 'house'}"
Is there a yellow fireplace or a yellow fish tank in the house?,disjunction_colour,no,False,"[[], []]",[],c0d2201e-7c59-4290-89e1-fd0eaaf52217,template,"{'colour1': 'a red ', 'colour2': 'a yellow ', 'entity1': 'fireplace', 'entity2': 'fish_tank', 'location': 'house'}"
Is there a brown bathtub or a brown fruit bowl in the house?,disjunction_colour,no,False,"[[], []]",[],b96d512c-003b-4f6c-ac5a-38bd18353a89,template,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'bathtub', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a silver fish tank or a silver fruit bowl in the house?,disjunction_colour,no,False,"[[], []]",[],40b9aa18-f566-441e-85c3-6a010cc82d83,template,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'fish_tank', 'entity2': 'fruit_bowl', 'location': 'house'}"
Is there a red vase or a red wine bottle in the house?,disjunction_colour,no,False,"[[], []]",[],c13fbd44-12fe-46ac-b1e8-3843b5def249,template,"{'colour1': 'a black ', 'colour2': 'a red ', 'entity1': 'vase', 'entity2': 'wine_bottle', 'location': 'house'}"
Is there a transparent coffee machine or a transparent dishwasher in the house?,disjunction_colour,no,False,"[[], []]",[],d02ca1dc-9eb8-4a2e-89fe-c6ba0068cbb2,template,"{'colour1': 'a blue ', 'colour2': 'a transparent ', 'entity1': 'coffee_machine', 'entity2': 'dishwasher', 'location': 'house'}"
Is there a silver cup or a silver rug in the house?,disjunction_colour,no,False,"[[], []]",[],7815e711-671f-48d5-8d97-875559cf778f,template,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'cup', 'entity2': 'rug', 'location': 'house'}"
Is there a red food processor or a red washer in the house?,disjunction_colour,no,False,"[[], []]",[],f5a4b231-0fd7-4e96-80e5-2bd0fd5bd3c9,template,"{'colour1': 'a green ', 'colour2': 'a red ', 'entity1': 'food_processor', 'entity2': 'washer', 'location': 'house'}"
Is there a red dresser or a red sofa in the house?,disjunction_colour,no,False,"[[], []]",[],e5d62f97-7ba0-473f-be13-a24dd73432f6,template,"{'colour1': 'a brown ', 'colour2': 'a red ', 'entity1': 'dresser', 'entity2': 'sofa', 'location': 'house'}"
Is there a yellow fish tank or a yellow kettle in the house?,disjunction_colour,no,False,"[[], []]",[],db4a73e5-b7e8-4940-91b6-c97d148b6ba7,template,"{'colour1': 'a transparent ', 'colour2': 'a yellow ', 'entity1': 'fish_tank', 'entity2': 'kettle', 'location': 'house'}"
Is there a wooden painting or a wooden teddy bear in the house?,disjunction_colour,no,False,"[[], []]",[],8028bcf6-d6a4-4230-99e3-8322c866bf8c,template,"{'colour1': 'a green ', 'colour2': 'a wooden ', 'entity1': 'painting', 'entity2': 'teddy_bear', 'location': 'house'}"
Is there a transparent dresser or a transparent wardrobe cabinet in the house?,disjunction_colour,no,False,"[[], []]",[],9424bf00-bb81-43ab-9fe2-7a3c5a238fc7,template,"{'colour1': 'a red ', 'colour2': 'a transparent ', 'entity1': 'dresser', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there an orange bathtub or an orange wine bottle in the house?,disjunction_colour,no,False,"[[], []]",[],83fd612c-c735-475a-a270-a186293eb64e,template,"{'colour1': 'a gray ', 'colour2': 'an orange ', 'entity1': 'bathtub', 'entity2': 'wine_bottle', 'location': 'house'}"
Is there a purple dressing table or a purple wardrobe cabinet in the house?,disjunction_colour,no,False,"[[], []]",[],20089988-155a-42d8-a447-010e80af9365,template,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'dressing_table', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a pink fish tank or a pink kettle in the house?,disjunction_colour,no,False,"[[], []]",[],666ce166-e0d3-469e-acb9-5f02b03955f9,template,"{'colour1': 'a gold ', 'colour2': 'a pink ', 'entity1': 'fish_tank', 'entity2': 'kettle', 'location': 'house'}"
Is there a silver rug or a silver water dispenser in the house?,disjunction_colour,no,False,"[[], []]",[],7413f9b0-3f7c-4564-ae73-31dd1aa20052,template,"{'colour1': 'a pink ', 'colour2': 'a silver ', 'entity1': 'rug', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there an orange fish tank or an orange teapot in the house?,disjunction_colour,no,False,"[[], []]",[],8fcd232a-c405-494c-8969-9fbf68d6335a,template,"{'colour1': 'a blue ', 'colour2': 'an orange ', 'entity1': 'fish_tank', 'entity2': 'teapot', 'location': 'house'}"
Is there a transparent bathtub or a transparent wine bottle in the house?,disjunction_colour,no,False,"[[], []]",[],1a314daf-b1c9-4dfe-8e2d-3b405010e685,template,"{'colour1': 'a silver ', 'colour2': 'a transparent ', 'entity1': 'bathtub', 'entity2': 'wine_bottle', 'location': 'house'}"
Is there a silver desk or a silver dresser in the house?,disjunction_colour,no,False,"[[], []]",[],af324eb5-83d4-43e3-b822-9df0a2fd0f2a,template,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'desk', 'entity2': 'dresser', 'location': 'house'}"
Is there a yellow dishwasher or a yellow range oven in the house?,disjunction_colour,no,False,"[[], []]",[],ec6d9e85-0fee-477c-ba96-e2b41e1a7bec,template,"{'colour1': 'a silver ', 'colour2': 'a yellow ', 'entity1': 'dishwasher', 'entity2': 'range_oven', 'location': 'house'}"
Is there a yellow dresser or a yellow rug in the house?,disjunction_colour,no,False,"[[], []]",[],72891694-77aa-4ced-b9ff-eead1734005b,template,"{'colour1': 'an orange ', 'colour2': 'a yellow ', 'entity1': 'dresser', 'entity2': 'rug', 'location': 'house'}"
Is there a green desk or a green wardrobe cabinet in the house?,disjunction_colour,no,False,"[[], []]",[],f5f7d619-8678-4416-9b6e-1ffa2c381c0c,template,"{'colour1': 'a blue ', 'colour2': 'a green ', 'entity1': 'desk', 'entity2': 'wardrobe_cabinet', 'location': 'house'}"
Is there a green bed or a green lamp in the house?,disjunction_colour,no,False,"[[], []]",[],722d23a6-6923-4817-ac7b-31ba3d89f5bf,template,"{'colour1': 'a brown ', 'colour2': 'a green ', 'entity1': 'bed', 'entity2': 'lamp', 'location': 'house'}"
Is there a wooden dressing table or a wooden table in the house?,disjunction_colour,no,False,"[[], []]",[],16900a5c-990c-46ef-b75a-a74d2c95edb8,template,"{'colour1': 'a gray ', 'colour2': 'a wooden ', 'entity1': 'dressing_table', 'entity2': 'table', 'location': 'house'}"
Is there a purple bed or a purple dresser in the house?,disjunction_colour,no,False,"[[], []]",[],70163c83-c68f-41ec-9f4d-5d2a24faba4b,template,"{'colour1': 'a gray ', 'colour2': 'a purple ', 'entity1': 'bed', 'entity2': 'dresser', 'location': 'house'}"
Is there a purple food processor or a purple range oven in the house?,disjunction_colour,no,False,"[[], []]",[],9640b6b8-760b-4f22-9530-2f7237ea7b0e,template,"{'colour1': 'a green ', 'colour2': 'a purple ', 'entity1': 'food_processor', 'entity2': 'range_oven', 'location': 'house'}"
Is there a purple fruit bowl or a purple vase in the house?,disjunction_colour,no,False,"[[], []]",[],7041f7d0-1323-4ffd-9f82-126890c7babc,template,"{'colour1': 'a black ', 'colour2': 'a purple ', 'entity1': 'fruit_bowl', 'entity2': 'vase', 'location': 'house'}"
Is there a red sink or a red toilet in the house?,disjunction_colour,no,False,"[[], []]",[],3008644e-f4bf-4731-a842-c38a37096d69,template,"{'colour1': 'a blue ', 'colour2': 'a red ', 'entity1': 'sink', 'entity2': 'toilet', 'location': 'house'}"
Is there a red dresser or a red lamp in the house?,disjunction_colour,no,False,"[[], []]",[],80c73390-aab0-4cfe-8d49-020549b7ec46,template,"{'colour1': 'a green ', 'colour2': 'a red ', 'entity1': 'dresser', 'entity2': 'lamp', 'location': 'house'}"
Is there a transparent bag or a transparent water dispenser in the house?,disjunction_colour,no,False,"[[], []]",[],428e1fa0-f5f6-4754-b1e7-9edae7364c97,template,"{'colour1': 'a pink ', 'colour2': 'a transparent ', 'entity1': 'bag', 'entity2': 'water_dispenser', 'location': 'house'}"
Is there a wooden lamp or a wooden sofa in the house?,disjunction_colour,no,False,"[[], []]",[],d857f140-2e53-49b5-9f07-cec15bcf7900,template,"{'colour1': 'a purple ', 'colour2': 'a wooden ', 'entity1': 'lamp', 'entity2': 'sofa', 'location': 'house'}"
Is there a silver cup or a silver plates in the house?,disjunction_colour,no,False,"[[], []]",[],b0b6e5ab-789f-4757-b793-ed7e7f1017c9,template,"{'colour1': 'a purple ', 'colour2': 'a silver ', 'entity1': 'cup', 'entity2': 'plates', 'location': 'house'}"
Is there a wooden microwave or a wooden vacuum cleaner in the house?,disjunction_colour,no,False,"[[], []]",[],95e17609-ff10-4b08-8ff8-6b2a46346c94,template,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'microwave', 'entity2': 'vacuum_cleaner', 'location': 'house'}"
Is there a blue range oven or a blue refrigerator in the house?,disjunction_colour,no,False,"[[], []]",[],a6b1ba26-b133-4ad6-8294-c2cd56553596,template,"{'colour1': 'a black ', 'colour2': 'a blue ', 'entity1': 'range_oven', 'entity2': 'refrigerator', 'location': 'house'}"
Is there a beige jacket in the house?,existence_colour,yes,False,[39],[],a45caa24-d255-464c-a030-310fae9ac169,template,"{'colour': 'a beige ', 'entity': 'jacket', 'location': 'house'}"
Is there a black bag in the house?,existence_colour,yes,False,[3],[],d9fc70f8-b047-468e-b3c4-f63509228867,template,"{'colour': 'a black ', 'entity': 'bag', 'location': 'house'}"
